map_layout_code,max_cars,max_bikes,count_cars,throughput
2,13,3,232,17.84615385
2,13,6,189,14.53846154
2,13,9,159,12.23076923
2,13,12,106,8.153846154
2,13,15,95,7.307692308
3,1,0,97,97
3,1,0,96,96
3,1,0,95,95
3,1,0,95,95
3,1,0,94,94
3,3,0,255,85
3,3,0,257,85.66666667
3,3,0,260,86.66666667
3,3,0,259,86.33333333
3,3,0,261,87
3,5,0,363,72.6
3,5,0,358,71.6
3,5,0,361,72.2
3,5,0,358,71.6
3,5,0,351,70.2
3,7,0,397,56.71428571
3,7,0,394,56.28571429
3,7,0,413,59
3,7,0,388,55.42857143
3,9,0,411,45.66666667
3,7,0,159,22.71428571
3,9,0,400,44.44444444
3,9,0,408,45.33333333
3,11,0,419,38.09090909
3,9,0,395,43.88888889
3,9,0,396,44
3,11,0,393,35.72727273
3,11,0,407,37
3,13,0,418,32.15384615
3,11,0,424,38.54545455
3,11,0,404,36.72727273
3,13,0,386,29.69230769
3,13,0,349,26.84615385
3,13,0,403,31
3,13,0,366,28.15384615
3,1,3,82,82
3,1,3,80,80
3,1,3,81,81
3,1,3,77,77
3,1,3,75,75
3,3,3,206,68.66666667
3,3,3,199,66.33333333
3,3,3,203,67.66666667
3,3,3,206,68.66666667
3,3,3,199,66.33333333
3,5,3,266,53.2
3,5,3,277,55.4
3,5,3,289,57.8
3,5,3,271,54.2
3,5,3,280,56
3,7,3,329,47
3,7,3,318,45.42857143
3,7,3,300,42.85714286
3,7,3,214,30.57142857
3,7,3,293,41.85714286
3,9,3,331,36.77777778
3,9,3,333,37
3,9,3,335,37.22222222
3,9,3,329,36.55555556
3,9,3,311,34.55555556
3,11,3,345,31.36363636
3,11,3,351,31.90909091
3,11,3,343,31.18181818
3,13,3,357,27.46153846
3,11,3,334,30.36363636
3,11,3,336,30.54545455
3,13,3,325,25
3,13,3,331,25.46153846
3,13,3,320,24.61538462
3,13,3,332,25.53846154
3,1,6,66,66
3,1,6,58,58
3,1,6,67,67
3,1,6,69,69
3,1,6,67,67
3,3,6,167,55.66666667
3,3,6,157,52.33333333
3,3,6,165,55
3,3,6,151,50.33333333
3,3,6,161,53.66666667
3,5,6,221,44.2
3,5,6,206,41.2
3,5,6,215,43
3,5,6,222,44.4
3,5,6,208,41.6
3,7,6,264,37.71428571
3,7,6,247,35.28571429
3,7,6,250,35.71428571
3,7,6,275,39.28571429
3,7,6,260,37.14285714
3,9,6,281,31.22222222
3,9,6,273,30.33333333
3,9,6,289,32.11111111
3,9,6,268,29.77777778
3,9,6,260,28.88888889
3,11,6,278,25.27272727
3,11,6,255,23.18181818
3,11,6,269,24.45454545
3,11,6,280,25.45454545
3,11,6,267,24.27272727
3,13,6,284,21.84615385
3,13,6,187,14.38461538
3,13,6,278,21.38461538
3,13,6,294,22.61538462
3,13,6,284,21.84615385
3,1,9,55,55
3,1,9,56,56
3,1,9,51,51
3,1,9,49,49
3,1,9,55,55
3,3,9,135,45
3,3,9,129,43
3,3,9,131,43.66666667
3,3,9,132,44
3,3,9,127,42.33333333
3,5,9,173,34.6
3,5,9,189,37.8
3,5,9,179,35.8
3,5,9,170,34
3,5,9,174,34.8
3,7,9,214,30.57142857
3,7,9,206,29.42857143
3,7,9,199,28.42857143
3,7,9,204,29.14285714
3,7,9,207,29.57142857
3,9,9,243,27
3,9,9,220,24.44444444
3,9,9,208,23.11111111
3,9,9,230,25.55555556
3,9,9,215,23.88888889
3,11,9,240,21.81818182
3,11,9,222,20.18181818
3,11,9,252,22.90909091
3,11,9,244,22.18181818
3,11,9,228,20.72727273
3,13,9,244,18.76923077
3,13,9,231,17.76923077
3,13,9,229,17.61538462
3,13,9,221,17
3,13,9,42,3.230769231
3,1,12,39,39
3,1,12,40,40
3,1,12,44,44
3,1,12,43,43
3,1,12,48,48
3,3,12,100,33.33333333
3,3,12,110,36.66666667
3,3,12,114,38
3,3,12,98,32.66666667
3,3,12,109,36.33333333
3,5,12,133,26.6
3,5,12,134,26.8
3,5,12,148,29.6
3,5,12,152,30.4
3,5,12,139,27.8
3,7,12,172,24.57142857
3,7,12,142,20.28571429
3,7,12,183,26.14285714
3,7,12,175,25
3,7,12,157,22.42857143
3,9,12,206,22.88888889
3,9,12,183,20.33333333
3,9,12,168,18.66666667
3,9,12,182,20.22222222
3,9,12,170,18.88888889
3,11,12,189,17.18181818
3,11,12,172,15.63636364
3,11,12,205,18.63636364
3,11,12,189,17.18181818
3,11,12,185,16.81818182
3,13,12,187,14.38461538
3,13,12,181,13.92307692
3,13,12,211,16.23076923
3,13,12,80,6.153846154
3,13,12,102,7.846153846
3,1,15,33,33
3,1,15,38,38
3,1,15,40,40
3,1,15,39,39
3,1,15,34,34
3,3,15,74,24.66666667
3,3,15,86,28.66666667
3,3,15,82,27.33333333
3,3,15,83,27.66666667
3,3,15,85,28.33333333
3,5,15,124,24.8
3,5,15,119,23.8
3,5,15,113,22.6
3,5,15,120,24
3,5,15,108,21.6
3,7,15,138,19.71428571
3,7,15,131,18.71428571
3,7,15,142,20.28571429
3,7,15,134,19.14285714
3,7,15,132,18.85714286
3,9,15,147,16.33333333
3,9,15,147,16.33333333
3,9,15,154,17.11111111
3,9,15,157,17.44444444
3,9,15,144,16
3,11,15,153,13.90909091
3,11,15,150,13.63636364
3,11,15,155,14.09090909
3,11,15,156,14.18181818
3,11,15,148,13.45454545
3,13,15,159,12.23076923
3,13,15,154,11.84615385
3,13,15,158,12.15384615
3,13,15,149,11.46153846
3,13,15,40,3.076923077
3,1,0,97,97
3,1,0,95,95
3,1,0,95,95
3,1,0,94,94
3,1,0,97,97
3,1,0,95,95
3,1,0,95,95
3,1,0,93,93
3,3,0,262,87.33333333
3,3,0,256,85.33333333
3,3,0,253,84.33333333
3,3,0,251,83.66666667
3,3,0,261,87
3,3,0,262,87.33333333
3,3,0,251,83.66666667
3,3,0,264,88
3,5,0,364,72.8
3,5,0,352,70.4
3,5,0,349,69.8
3,5,0,349,69.8
3,5,0,362,72.4
3,5,0,343,68.6
3,5,0,358,71.6
3,5,0,357,71.4
3,7,0,389,55.57142857
3,7,0,385,55
3,7,0,379,54.14285714
3,7,0,379,54.14285714
3,7,0,375,53.57142857
3,7,0,403,57.57142857
3,7,0,369,52.71428571
3,7,0,382,54.57142857
3,9,0,420,46.66666667
3,9,0,411,45.66666667
3,9,0,278,30.88888889
3,9,0,406,45.11111111
3,9,0,415,46.11111111
3,9,0,397,44.11111111
3,11,0,407,37
3,9,0,382,42.44444444
3,11,0,422,38.36363636
3,9,0,153,17
3,11,0,421,38.27272727
3,11,0,406,36.90909091
3,11,0,395,35.90909091
3,11,0,406,36.90909091
3,11,0,402,36.54545455
3,13,0,409,31.46153846
3,13,0,395,30.38461538
3,13,0,400,30.76923077
3,13,0,405,31.15384615
3,13,0,415,31.92307692
3,13,0,411,31.61538462
3,13,0,344,26.46153846
3,13,0,307,23.61538462
3,11,0,121,11
3,1,3,78,78
3,1,3,79,79
3,1,3,77,77
3,1,3,79,79
3,1,3,78,78
3,1,3,73,73
3,1,3,74,74
3,1,3,74,74
3,3,3,201,67
3,3,3,199,66.33333333
3,3,3,196,65.33333333
3,3,3,212,70.66666667
3,3,3,198,66
3,3,3,201,67
3,3,3,203,67.66666667
3,3,3,199,66.33333333
3,5,3,283,56.6
3,5,3,289,57.8
3,5,3,276,55.2
3,5,3,280,56
3,5,3,281,56.2
3,5,3,287,57.4
3,5,3,276,55.2
3,5,3,299,59.8
3,7,3,321,45.85714286
3,7,3,316,45.14285714
3,7,3,301,43
3,7,3,325,46.42857143
3,7,3,315,45
3,7,3,311,44.42857143
3,7,3,312,44.57142857
3,7,3,315,45
3,9,3,330,36.66666667
3,9,3,331,36.77777778
3,9,3,329,36.55555556
3,9,3,331,36.77777778
3,9,3,330,36.66666667
3,9,3,339,37.66666667
3,9,3,323,35.88888889
3,9,3,336,37.33333333
3,11,3,282,25.63636364
3,11,3,330,30
3,11,3,345,31.36363636
3,11,3,346,31.45454545
3,11,3,320,29.09090909
3,11,3,341,31
3,11,3,327,29.72727273
3,11,3,331,30.09090909
3,13,3,354,27.23076923
3,13,3,347,26.69230769
3,13,3,332,25.53846154
3,13,3,357,27.46153846
3,13,3,340,26.15384615
3,13,3,345,26.53846154
3,13,3,272,20.92307692
3,13,3,336,25.84615385
3,1,6,62,62
3,1,6,64,64
3,1,6,64,64
3,1,6,61,61
3,1,6,68,68
3,1,6,62,62
3,1,6,60,60
3,1,6,61,61
3,3,6,161,53.66666667
3,3,6,169,56.33333333
3,3,6,164,54.66666667
3,3,6,171,57
3,3,6,162,54
3,3,6,157,52.33333333
3,3,6,162,54
3,3,6,163,54.33333333
3,5,6,220,44
3,5,6,216,43.2
3,5,6,213,42.6
3,5,6,222,44.4
3,5,6,220,44
3,5,6,176,35.2
3,5,6,226,45.2
3,5,6,218,43.6
3,7,6,269,38.42857143
3,7,6,241,34.42857143
3,7,6,250,35.71428571
3,7,6,257,36.71428571
3,7,6,241,34.42857143
3,7,6,200,28.57142857
3,7,6,254,36.28571429
3,7,6,255,36.42857143
3,9,6,282,31.33333333
3,9,6,275,30.55555556
3,9,6,278,30.88888889
3,9,6,271,30.11111111
3,9,6,259,28.77777778
3,9,6,265,29.44444444
3,9,6,266,29.55555556
3,9,6,260,28.88888889
3,11,6,275,25
3,11,6,297,27
3,11,6,281,25.54545455
3,11,6,278,25.27272727
3,11,6,275,25
3,11,6,277,25.18181818
3,11,6,258,23.45454545
3,11,6,281,25.54545455
3,13,6,282,21.69230769
3,13,6,277,21.30769231
3,13,6,261,20.07692308
3,13,6,230,17.69230769
3,13,6,286,22
3,13,6,303,23.30769231
3,13,6,299,23
3,13,6,259,19.92307692
3,1,9,54,54
3,1,9,51,51
3,1,9,55,55
3,1,9,49,49
3,1,9,48,48
3,1,9,52,52
3,1,9,58,58
3,1,9,58,58
3,3,9,129,43
3,3,9,131,43.66666667
3,3,9,133,44.33333333
3,3,9,137,45.66666667
3,3,9,147,49
3,3,9,128,42.66666667
3,3,9,133,44.33333333
3,3,9,136,45.33333333
3,5,9,176,35.2
3,5,9,173,34.6
3,5,9,171,34.2
3,5,9,186,37.2
3,5,9,172,34.4
3,5,9,175,35
3,5,9,175,35
3,5,9,174,34.8
3,7,9,219,31.28571429
3,7,9,212,30.28571429
3,7,9,215,30.71428571
3,7,9,206,29.42857143
3,7,9,202,28.85714286
3,7,9,212,30.28571429
3,7,9,211,30.14285714
3,7,9,225,32.14285714
3,9,9,203,22.55555556
3,9,9,220,24.44444444
3,9,9,218,24.22222222
3,9,9,220,24.44444444
3,9,9,21,2.333333333
3,9,9,228,25.33333333
3,9,9,67,7.444444444
3,9,9,243,27
3,11,9,230,20.90909091
3,11,9,235,21.36363636
3,11,9,263,23.90909091
3,11,9,214,19.45454545
3,11,9,25,2.272727273
3,11,9,235,21.36363636
3,11,9,235,21.36363636
3,11,9,225,20.45454545
3,13,9,230,17.69230769
3,13,9,238,18.30769231
3,13,9,220,16.92307692
3,13,9,245,18.84615385
3,13,9,200,15.38461538
3,13,9,234,18
3,13,9,222,17.07692308
3,13,9,241,18.53846154
3,1,12,43,43
3,1,12,41,41
3,1,12,45,45
3,1,12,38,38
3,1,12,44,44
3,1,12,48,48
3,1,12,41,41
3,1,12,45,45
3,3,12,113,37.66666667
3,3,12,119,39.66666667
3,3,12,105,35
3,3,12,110,36.66666667
3,3,12,102,34
3,3,12,104,34.66666667
3,3,12,113,37.66666667
3,3,12,102,34
3,5,12,145,29
3,5,12,146,29.2
3,5,12,156,31.2
3,5,12,146,29.2
3,5,12,153,30.6
3,5,12,142,28.4
3,5,12,145,29
3,5,12,144,28.8
3,7,12,170,24.28571429
3,7,12,176,25.14285714
3,7,12,180,25.71428571
3,7,12,174,24.85714286
3,7,12,162,23.14285714
3,7,12,169,24.14285714
3,7,12,179,25.57142857
3,7,12,176,25.14285714
3,9,12,206,22.88888889
3,9,12,176,19.55555556
3,9,12,189,21
3,9,12,181,20.11111111
3,9,12,183,20.33333333
3,9,12,179,19.88888889
3,9,12,198,22
3,9,12,44,4.888888889
3,11,12,197,17.90909091
3,11,12,207,18.81818182
3,11,12,194,17.63636364
3,11,12,202,18.36363636
3,11,12,187,17
3,11,12,188,17.09090909
3,11,12,190,17.27272727
3,11,12,189,17.18181818
3,13,12,93,7.153846154
3,13,12,172,13.23076923
3,13,12,197,15.15384615
3,13,12,186,14.30769231
3,13,12,204,15.69230769
3,13,12,192,14.76923077
3,13,12,175,13.46153846
3,13,12,193,14.84615385
3,1,15,31,31
3,1,15,37,37
3,1,15,36,36
3,1,15,33,33
3,1,15,32,32
3,1,15,40,40
3,1,15,32,32
3,1,15,31,31
3,3,15,79,26.33333333
3,3,15,84,28
3,3,15,86,28.66666667
3,3,15,82,27.33333333
3,3,15,85,28.33333333
3,3,15,93,31
3,3,15,83,27.66666667
3,3,15,84,28
3,5,15,105,21
3,5,15,107,21.4
3,5,15,117,23.4
3,5,15,122,24.4
3,5,15,118,23.6
3,5,15,107,21.4
3,5,15,122,24.4
3,5,15,125,25
3,7,15,139,19.85714286
3,7,15,129,18.42857143
3,7,15,130,18.57142857
3,7,15,127,18.14285714
3,7,15,144,20.57142857
3,7,15,137,19.57142857
3,7,15,148,21.14285714
3,7,15,139,19.85714286
3,9,15,141,15.66666667
3,9,15,144,16
3,9,15,157,17.44444444
3,9,15,142,15.77777778
3,9,15,158,17.55555556
3,9,15,157,17.44444444
3,9,15,138,15.33333333
3,9,15,135,15
3,11,15,143,13
3,11,15,162,14.72727273
3,11,15,154,14
3,11,15,160,14.54545455
3,11,15,145,13.18181818
3,11,15,148,13.45454545
3,11,15,155,14.09090909
3,11,15,31,2.818181818
3,13,15,154,11.84615385
3,13,15,150,11.53846154
3,13,15,166,12.76923077
3,13,15,153,11.76923077
3,13,15,169,13
3,13,15,165,12.69230769
3,13,15,35,2.692307692
3,13,15,153,11.76923077
3,1,0,96,96
3,1,3,79,79
3,1,6,60,60
3,1,9,51,51
3,1,12,46,46
3,1,15,39,39
3,3,0,258,86
3,3,3,209,69.66666667
3,3,6,155,51.66666667
3,3,9,140,46.66666667
3,3,12,95,31.66666667
3,3,15,80,26.66666667
3,5,0,345,69
3,5,3,294,58.8
3,5,6,222,44.4
3,5,9,200,40
3,5,12,150,30
3,5,15,117,23.4
3,7,0,382,54.57142857
3,7,3,304,43.42857143
3,7,6,235,33.57142857
3,7,9,189,27
3,7,12,165,23.57142857
3,7,15,141,20.14285714
3,9,0,415,46.11111111
3,9,6,273,30.33333333
3,9,3,319,35.44444444
3,9,9,224,24.88888889
3,9,12,202,22.44444444
3,9,15,143,15.88888889
3,11,0,388,35.27272727
3,11,3,347,31.54545455
3,11,6,279,25.36363636
3,11,9,160,14.54545455
3,11,12,195,17.72727273
3,11,15,152,13.81818182
3,1,0,94,94
3,1,3,79,79
3,1,6,65,65
3,1,9,50,50
3,13,0,385,29.61538462
3,1,12,43,43
3,1,15,38,38
3,3,0,266,88.66666667
3,3,3,202,67.33333333
3,3,6,162,54
3,3,9,135,45
3,3,12,103,34.33333333
3,3,15,88,29.33333333
3,13,6,266,20.46153846
3,13,3,148,11.38461538
3,5,0,346,69.2
3,13,12,198,15.23076923
3,5,3,277,55.4
3,5,6,213,42.6
3,5,9,189,37.8
3,5,12,140,28
3,5,15,116,23.2
3,13,15,164,12.61538462
3,7,0,411,58.71428571
3,13,9,67,5.153846154
3,7,3,314,44.85714286
3,7,6,267,38.14285714
3,7,9,193,27.57142857
3,7,12,176,25.14285714
3,7,15,134,19.14285714
3,9,0,407,45.22222222
3,9,3,338,37.55555556
3,9,6,255,28.33333333
3,9,9,219,24.33333333
3,9,12,193,21.44444444
3,9,15,141,15.66666667
3,11,0,382,34.72727273
3,11,3,322,29.27272727
3,11,6,285,25.90909091
3,11,9,216,19.63636364
3,11,15,155,14.09090909
3,11,12,192,17.45454545
3,1,0,95,95
3,1,3,76,76
3,1,6,59,59
3,1,9,54,54
3,1,12,45,45
3,1,15,31,31
3,3,0,250,83.33333333
3,3,3,209,69.66666667
3,3,6,161,53.66666667
3,3,9,132,44
3,13,0,212,16.30769231
3,3,12,104,34.66666667
3,3,15,79,26.33333333
3,13,6,286,22
3,5,0,355,71
3,13,9,244,18.76923077
3,5,3,266,53.2
3,5,6,233,46.6
3,5,9,195,39
3,13,12,194,14.92307692
3,13,3,54,4.153846154
3,5,12,152,30.4
3,5,15,121,24.2
3,7,0,391,55.85714286
3,13,15,64,4.923076923
3,7,3,304,43.42857143
3,7,9,217,31
3,7,6,260,37.14285714
3,7,12,182,26
3,7,15,143,20.42857143
3,9,0,396,44
3,9,3,332,36.88888889
3,9,9,227,25.22222222
3,9,6,182,20.22222222
3,9,12,170,18.88888889
3,9,15,156,17.33333333
3,11,0,421,38.27272727
3,11,3,340,30.90909091
3,11,6,292,26.54545455
3,11,9,231,21
3,11,12,175,15.90909091
3,13,0,399,30.69230769
3,1,0,96,96
3,1,3,75,75
3,1,6,67,67
3,1,9,50,50
3,11,15,150,13.63636364
3,1,12,40,40
3,1,15,33,33
3,3,0,260,86.66666667
3,3,3,205,68.33333333
3,3,6,162,54
3,3,9,135,45
3,13,6,312,24
3,3,12,107,35.66666667
3,3,15,88,29.33333333
3,13,9,218,16.76923077
3,5,0,360,72
3,5,3,279,55.8
3,5,6,216,43.2
3,13,3,91,7
3,13,12,206,15.84615385
3,5,9,171,34.2
3,5,12,142,28.4
3,5,15,126,25.2
3,13,15,128,9.846153846
3,7,0,392,56
3,7,6,265,37.85714286
3,7,3,324,46.28571429
3,7,9,211,30.14285714
3,7,12,177,25.28571429
3,7,15,147,21
3,9,0,390,43.33333333
3,9,3,337,37.44444444
3,9,6,276,30.66666667
3,9,9,228,25.33333333
3,9,12,188,20.88888889
3,9,15,136,15.11111111
3,11,0,415,37.72727273
3,11,3,343,31.18181818
3,11,6,294,26.72727273
3,11,9,220,20
3,11,12,191,17.36363636
3,11,15,164,14.90909091
3,1,0,96,96
3,1,3,82,82
3,1,6,61,61
3,1,9,50,50
3,13,0,403,31
3,1,12,40,40
3,1,15,38,38
3,13,3,350,26.92307692
3,3,0,255,85
3,3,3,203,67.66666667
3,3,6,162,54
3,3,9,134,44.66666667
3,3,12,105,35
3,13,6,313,24.07692308
3,3,15,78,26
3,13,9,247,19
3,5,0,356,71.2
3,5,3,286,57.2
3,13,12,187,14.38461538
3,5,6,210,42
3,5,9,173,34.6
3,5,12,144,28.8
3,5,15,121,24.2
3,13,15,144,11.07692308
3,7,0,381,54.42857143
3,7,3,320,45.71428571
3,7,6,251,35.85714286
3,7,9,205,29.28571429
3,7,12,177,25.28571429
3,7,15,136,19.42857143
3,9,0,392,43.55555556
3,9,3,342,38
3,9,6,274,30.44444444
3,9,9,225,25
3,9,12,180,20
3,9,15,154,17.11111111
3,11,0,406,36.90909091
3,11,3,343,31.18181818
3,11,6,287,26.09090909
3,11,9,223,20.27272727
3,11,12,48,4.363636364
3,13,0,409,31.46153846
3,11,15,160,14.54545455
3,13,3,340,26.15384615
3,13,6,282,21.69230769
3,13,9,91,7
3,13,12,182,14
3,13,15,158,12.15384615
